CBK	MRK	TKA	VOW
32.92	96.89	39.38	94.94
33.22	97.7	38.96	95
32.99	96.5	39.17	94.75
32.9	96.85	38.83	94.94
32.96	95.93	39.06	94.91
31.68	92	37.1	92.62
31.2	94.05	37.05	95.34
30.72	91.87	37.26	93.71
30.66	90.39	37.01	93.22
30.73	91.95	35.79	90.9
30.84	92.7	36.48	94.05
31.12	93.5	37.07	96.4
31.44	95.39	37.79	100
31.45	93.82	37.43	103.05
31.77	94.18	37.12	103.85
30.86	93.61	36.65	102.32
30.04	91.5	35.28	101.33
30.42	92.31	36.15	102.85
30.33	91.67	34.93	104.24
31.58	91.89	35.34	104.66
31.59	93.4	35.67	105.7
31.88	93.44	36.3	108.3
32.81	94.59	36.37	110.8
33.37	97	36.4	117.7
32.31	96.35	36.6	113.95
32.41	96.23	36.55	113.5
32.34	95.3	35.96	110.5
32.42	95.98	36.86	113.62
33.12	96.52	37.04	112.5
33.11	96.35	37.06	111.8
33.33	97.33	37.4	112.2
33.54	99.47	37.91	111.57
33.49	98.66	37.58	110.94
33.49	98.66	37.58	110.94
33.49	98.66	37.58	110.94
34.24	100.1	37.87	110.4
34.19	99.29	37.83	111.09
34.25	96.83	38.81	110.92
34.19	97.74	38.92	111.79
35.51	98.96	39.42	112.53
35.47	96.76	39.21	114.55
35.16	96.58	38.86	115.22
34.77	95.52	38.53	115.12
36.03	95.77	39.25	114.45
36.3	96.43	39.14	113.73
35.34	95.68	38.71	112.27
36.07	100.01	39.06	113.57
36.77	100.14	39.07	112.32
36.8	98.55	39.32	111.48
36.75	97.83	39.59	111.39
36.75	97.83	39.59	111.39
36.75	97.25	40.68	111.88
36.45	96.64	41.07	110.43
36.89	100.05	41.34	110.75
36.62	100	42.08	109.56
36.51	98.24	41.67	107.5
37.53	97.82	41.64	106.8
36.57	98.75	41.37	105.1
36.88	98.19	41.58	105.39
36.71	97.5	41.8	105.81
36.3	98.75	41.79	106.52
36.19	98.24	41.6	108.47
35.7	98.02	41.68	108.8
36	97.18	42.24	108.96
36.38	96.48	42.5	108
36.76	96.18	42.95	111.1
36.84	96.3	42.94	116.49
36.53	98.26	42.26	113.18
36.44	99.87	42.22	111.93
36.44	99.87	42.22	111.93
36.86	100.24	42.82	114.14
36.49	99.65	42.71	112.56
36.56	97.81	43.42	112.79
36.64	99.44	44.44	113.95
37	98.81	45.81	115.2
37.27	104.28	45.4	114.72
36.36	102.68	43.49	111.88
35.45	102.95	43.11	109.43
35.24	102.32	42.52	108.91
35.83	102.72	43.49	107.89
35.26	101.65	43.32	108.59
35.19	103.67	43.69	109.87
35.5	106.55	44.55	110.55
36.79	106.55	44.92	113.66
36.89	103	45.82	114.55
36.62	102.51	45.12	114.47
36.68	102.75	45.44	115.29
36.11	102.66	44.79	113.25
35.7	101.2	44.53	113.22
35.46	102.26	44	113.71
35.08	100.44	43.4	114.38
34.49	101.12	42.62	113.6
34.97	101.94	43.72	116.65
35.49	102.05	44.13	118.1
35.08	102.51	44.25	117.1
35.43	103	44.32	120.6
35.68	103.59	44.51	122.17
35.23	101.44	43.68	121.97
35.58	103.6	45.41	123.74
35.66	103.84	46.14	124.12
34.95	102.08	45.15	122.04
34.67	100.9	44.91	120.74
35.18	99.29	45.39	122.88
35.08	100	45.44	122.83
35.42	99.72	44.93	123.4
34.92	99.24	44.45	121.7
34.49	97.64	43.6	120.25
34.69	98.64	44.34	121.28
33.73	98.26	43.17	121.53
34.05	98.11	43.39	123.05
33.6	97.54	42.55	122.19
33.15	95.21	41.76	121.99
31.96	93.32	41.03	120.55
31.71	91.41	40.29	124.83
30.77	89.16	40.13	128.48
31.68	91.79	41.01	132.54
30.55	92.77	40.67	134.21
30.42	92.75	40.58	137.6
29.13	91.66	39.96	139.23
29.53	95.2	39.02	141.23
31.07	94.98	39.21	140.87
31.32	95.37	39.52	139.46
29.97	93.55	38.06	141.23
29.11	92	38.2	143.76
29.89	94.34	39.66	144.97
29.45	93.84	40.54	145.23
29.64	91.74	40.6	146.78
28.89	89.53	39.53	145.7
30.06	92.3	40.09	146.9
30.25	92.23	40.91	147.52
30.02	91.51	41.12	150.6
29.89	92.1	42	151.33
29.8	91.57	42.11	149.51
29.5	91.48	42.4	148.86
29.62	92	42.4	149.87
29.43	91.48	41.92	149.2
29.38	90.59	42.18	149.81
29.92	92	42.41	150.57
30.09	94.14	42.9	151.6
30.36	94.1	43	152.91
30.99	94.71	42.81	152.14
30.24	92.96	41.84	150.35
30.18	94.46	41.71	150.9
28.61	93.32	40.61	149.41
28.22	92.26	39.79	150
28.5	97.7	40.14	150
28.18	99.82	40.02	150.02
28.38	99.84	40.81	151.5
27.23	96.99	40.19	151.93
26.92	97.58	40.01	151.01
27.39	98.19	41.48	152.25
28.9	98.42	42.7	153.59
28.55	97.54	42.91	154.02
29.73	98	44.16	155.67
28.44	96.74	44.52	156.61
28	96.45	44.94	157
28.11	94.03	44.52	158.06
28.33	90	45.17	158.76
28.39	84.6	44.66	158.5
28.94	83	45.07	161.04
29.52	86.66	44.93	159.1
29.88	87.41	45.5	160.28
30.02	87.93	44.71	160.92
30.05	89.39	45.01	167.97
30.02	89.45	45.24	171.23
30.39	89.65	44.65	172.4
30.21	90.12	44.12	175.24
30.59	89.75	45.24	183.57
31.25	89.66	45.09	182.43
31.25	89.4	44.64	179.29
31.09	89.21	43.35	173.67
31.31	88.68	43.28	174.08
30.83	88.4	42.66	175.57
